id,first_name,last_name,position,id_team,abbreviation,city,conference,division,full_name,name
936,Loren,Meyer,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
937,Charles,Claxton,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
938,Eric,Williams,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
939,Junior,Burrough,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
940,Brent,Barry,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
941,Chris,Carr,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
942,Michael,Finley,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
943,Greg,Ostertag,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
944,Eric,Snow,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
945,Sherell,Ford,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
946,Jerry,Stackhouse,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
947,Jeff,Webster,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
948,Rasheed,Wallace,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
949,Arvydas,Sabonis,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
950,Gary,Trent,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
951,Randolph,Childress,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
952,Bryant,Reeves,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
953,Lawrence,Moten,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
954,Jason,Caffey,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
955,George,Zidek,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
956,Alvin,Heggs,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
957,Joe,Smith,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
958,Alan,Henderson,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
959,Travis,Best,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
960,Damon,Stoudamire,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
961,Jimmy,King,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
962,Ed,O'Bannon,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
963,Lou,Roe,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
964,Theo,Ratliff,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
965,Antonio,McDyess,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
966,Bob,Sura,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
967,Donny,Marshall,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
968,John,Amaechi,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
969,Tyus,Edney,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
970,Jerome,Allen,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
971,Kevin,Garnett,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
972,Mark,Davis,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
973,Marques,Bragg,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
974,Shawn,Respert,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
975,Fred,Hoiberg,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
976,Frankie,King,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
977,Don,Reid,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
978,Kurt,Thomas,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
979,Sasha,Danilovic,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
980,Terrence,Rencher,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
981,Cory,Alexander,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
982,Howard,Nathan,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
983,Todd,Mundt,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
984,David,Vaughn,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
985,Log,Vander Velden,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
986,Ashraf,Amaya,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
987,Stefano,Rusconi,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
988,Larry,Sykes,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
989,Vincenzo,Esposito,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
990,Corliss,Williamson,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
991,Rastko,Cvetkovic,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
992,Corey,Beck,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
993,Voshon,Lenard,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
994,Anthony,Goldwire,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
995,Andrew,DeClercq,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
996,Richard,Manning,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
997,Clint,McDaniel,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
998,Martin,Lewis,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
999,Dwayne,Whitfield,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1000,Mario,Bennett,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1001,Melvin,Booker,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1002,Darryl,Johnson,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1003,John,Coker,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1004,Donnie,Boyce,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1005,Thomas,Hamilton,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1006,Robert,Churchwell,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1007,Cuonzo,Martin,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1008,Cedric,Lewis,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1009,Antoine,Walker,F,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1010,Brett,Szabo,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1011,Brent,Scott,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1012,Erick,Dampier,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1013,Jerome,Williams,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1014,John,Wallace,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1015,Walter,McCarty,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1016,Marcus,Camby,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1017,Donald,Whiteside,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1018,Shareef,Abdur-Rahim,F,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1019,Roy,Rogers,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1020,Ben,Wallace,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1021,Reggie,Geary,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1022,Vitaly,Potapenko,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1023,Ed,O'Bannon,F,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1024,Kerry,Kittles,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1025,Erick,Strickland,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1026,Darvin,Ham,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1027,Stephon,Marbury,G,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1028,Shane,Heal,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1029,Dean,Garrett,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1030,Priest,Lauderdale,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1031,Ike,Austin,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1032,Loy,Vaught,F,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1033,Lorenzen,Wright,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1034,Todd,Fuller,C,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1035,Ray,Owes,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1036,Ray,Allen,G,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1037,Allen,Iverson,G,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1038,Mark,Bradtke,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1039,Steve,Nash,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1040,Ben,Davis,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1041,Derek,Fisher,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1042,Travis,Knight,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1043,Kobe,Bryant,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1044,Matt,Maloney,G,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1045,Othella,Harrington,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1046,Randy,Livingston,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1047,Emanual,Davis,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1048,Shandon,Anderson,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1049,Malik,Rose,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1050,Tony,Delk,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1051,Jeff,McInnis,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1052,Dontae',Jones,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1053,Nate,Driggers,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1054,Samaki,Walker,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1055,Amal,McCaskill,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1056,James,Scott,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1057,Mark,Hendrickson,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1058,Aleksandar,Djordjevic,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1059,Jermaine,O'Neal,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1060,Chris,Robinson,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1061,Kevin,Salvadori,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1062,Evric,Gray,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1063,Moochie,Norris,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1064,Devin,Gray,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1065,Martin,Muursepp,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1066,Gaylon,Nickerson,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1067,Marcus,Brown,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1068,Robert,Werdann,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1069,Ruben,Nembhard,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1070,Jamie,Feick,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1071,Jason,Sasser,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1072,Tony,Farmer,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1073,Shawnelle,Scott,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1074,Brian,Evans,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1075,Steve,Hamer,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1076,Dexter,Boney,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1077,Michael,Hawkins,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1078,Joe,Stephens,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1079,Horacio,Llamas,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1080,Jimmy,Carruth,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1081,Bruce,Bowen,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1082,Stevin,Smith,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1083,Matt,Steigenga,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1084,Kevin,Ollie,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1085,Bubba,Wells,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1086,Antonio,Daniels,G,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1087,Tracy,McGrady,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1088,Chris,Garner,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1089,Tim,Duncan,F,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1090,Tony,Battie,F,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1091,Bobby,Jackson,G,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1092,Danny,Fortson,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1093,Eric,Washington,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1094,Etdrick,Bohannon,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1095,Mark,Pope,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1096,Ron,Mercer,G,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1097,Chauncey,Billups,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1098,John,Thomas,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1099,Kelvin,Cato,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1100,Alvin,Williams,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1101,Maurice,Taylor,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1102,Keith,Closs,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1103,Adonal,Foyle,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1104,DeJuan,Wheat,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1105,Ed,Gray,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1106,Chris,Crawford,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1107,Zydrunas,Ilgauskas,C,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1108,Derek,Anderson,G,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1109,Brevin,Knight,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1110,Cedric,Henderson,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1111,Rodrick,Rhodes,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1112,Jacque,Vaughn,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1113,Troy,Hudson,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1114,Jerald,Honeycutt,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1115,Jeff,Nordgaard,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1116,Tim,Thomas,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1117,God,Shammgod,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1118,Scot,Pollard,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1119,Keith,Van Horn,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1120,Michael,Stewart,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1121,Anthony,Johnson,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1122,Derek,Grimm,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1123,Lawrence,Funderburke,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1124,Chris,Anstey,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1125,Rick,Brunson,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1126,Travis,Williams,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1127,Tariq,Abdul-Wahad,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1128,Charles,Smith,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1129,Keith,Booth,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1130,Ed,Stokes,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1131,Charles,O'Bannon,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1132,Austin,Croshere,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1133,Rusty,LaRue,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1134,Kiwane,Garris,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1135,Marko,Milic,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1136,Johnny,Taylor,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1137,James,Cotton,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1138,James,Collins,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1139,Anthony,Parker,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1140,Jason,Lawson,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1141,Kebu,Stewart,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1142,Kelly,McCarty,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1143,Drew,Barry,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1144,Michael,McDonald,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1145,Brandon,Williams,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1146,William,Cunningham,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1147,Shea,Seals,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1148,Reggie,Hanson,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1149,Rashard,Lewis,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1150,Jelani,McCoy,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1151,Vladimir,Stepania,,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
1152,Larry,Hughes,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1153,Casey,Shaw,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1154,Nazr,Mohammed,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1155,Ricky,Davis,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1156,Brad,Miller,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1157,Mikki,Moore,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1158,Michael,Doleac,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1159,Matt,Harpring,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1160,Miles,Simon,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1161,Jason,Williams,G,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1162,Peja,Stojakovic,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1163,Jerome,James,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1164,Peter,Aluma,,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
1165,Gerard,King,,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
1166,Mark,Baker,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1167,Sean,Marks,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1168,Paul,Pierce,F,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1169,Marlon,Garnett,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1170,Jahidi,White,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1171,Randell,Jackson,,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
1172,Al,Harrington,,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
1173,Shammond,Williams,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1174,Jeff,Sheppard,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1175,Roshown,McLeod,,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
1176,Pat,Garrity,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1177,Gerald,Brown,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1178,Toby,Bailey,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1179,Michael,Olowokandi,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1180,Tyrone,Nesby,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1181,Michael,Dickerson,G,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1182,Bryce,Drew,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1183,John,Coker,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1184,Cuttino,Mobley,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1185,Ruben,Patterson,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1186,Sam,Jacobson,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1187,Tyronn,Lue,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1188,Kornel,David,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1189,Cory,Carr,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1190,Corey,Benjamin,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1191,Paul,Grant,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1192,Andrae,Patterson,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1193,Raef,LaFrentz,C,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1194,Keon,Clark,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1195,Tyson,Wheeler,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1196,Robert,Traylor,,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
1197,Earl,Boykins,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1198,Antawn,Jamison,,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1199,Mike,Bibby,G,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1200,Felipe,Lopez,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1201,J.R.,Henderson,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1202,Bonzi,Wells,,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
1203,Damon,Jones,,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
1204,Charles,R. Jones,,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
1205,Ryan,Stack,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1206,Brian,Skinner,,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1207,Jonathan,Kerner,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1208,Korleone,Young,,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
1209,Trevor,Winter,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1210,Bruno,Sundov,,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
1211,Mirsad,Turkcan,,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
1212,Alvin,Sims,,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1213,Rasho,Nesterovic,,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
1214,Todd,MacCulloch,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1215,Jumaine,Jones,,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
1216,Lamar,Odom,F,13,LAC,LA,West,Pacific,LA Clippers,Clippers
1217,Obinna,Ekezie,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1218,Milt,Palacio,,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
1219,Devean,George,,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
1220,Quincy,Lewis,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1221,Scott,Padgett,,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
1222,Andre,Miller,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1223,Trajan,Langdon,,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
1224,Anthony,Carter,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1225,Rodney,Buford,,16,MIA,Miami,East,Southeast,Miami Heat,Heat
1226,Shawn,Marion,G,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
1227,James,Posey,F,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1228,Ryan,Bowen,,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
1229,Adrian,Griffin,F,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1230,Wayne,Turner,,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
1231,Aleksandar,Radojevic,,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
1232,Steve,Francis,G,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1233,Kenny,Thomas,,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
1234,Vonteego,Cummings,G,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
1235,Corey,Maggette,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1236,Chucky,Atkins,,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
1237,Baron,Davis,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1238,Jason,Miskiri,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
1239,Eddie,Robinson,,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
